loan_id,zipcode,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,event_timestamp,created_timestamp
31640,60164,29,75000,MORTGAGE,2.0,MEDICAL,8000,12.99,0,2020-11-23 00:56:46.360000+00:00,2020-11-23 00:56:46.360000+00:00
10944,7303,22,65500,RENT,4.0,EDUCATION,17600,10.74,0,2021-08-13 19:48:37.720000+00:00,2021-08-13 19:48:37.720000+00:00
23719,60062,26,84000,RENT,4.0,DEBTCONSOLIDATION,15000,10.14,0,2021-03-03 23:57:50.347000+00:00,2021-03-03 23:57:50.347000+00:00
32978,54755,31,80000,RENT,5.0,EDUCATION,13750,16.7,0,2020-11-05 23:39:17.046000+00:00,2020-11-05 23:39:17.046000+00:00
10732,31636,22,22800,MORTGAGE,0.0,HOMEIMPROVEMENT,7125,11.71,1,2021-08-16 12:39:39.046000+00:00,2021-08-16 12:39:39.046000+00:00
35280,8050,30,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,5000,12.61,1,2020-10-07 15:28:39.438000+00:00,2020-10-07 15:28:39.438000+00:00
12791,35616,24,52000,RENT,4.0,DEBTCONSOLIDATION,3500,7.68,0,2021-07-21 06:49:00.976000+00:00,2021-07-21 06:49:00.976000+00:00
37788,30605,36,110000,MORTGAGE,9.0,HOMEIMPROVEMENT,15000,9.63,0,2020-09-05 16:17:07.899000+00:00,2020-09-05 16:17:07.899000+00:00
14753,24747,21,59800,RENT,5.0,PERSONAL,5000,11.36,0,2021-06-26 06:38:42.476000+00:00,2021-06-26 06:38:42.476000+00:00
18609,50246,21,35000,RENT,5.0,MEDICAL,9000,8.94,0,2021-05-08 03:06:09.296000+00:00,2021-05-08 03:06:09.296000+00:00
22810,50543,22,110000,MORTGAGE,6.0,PERSONAL,2800,8.49,0,2021-03-15 14:01:30.845000+00:00,2021-03-15 14:01:30.845000+00:00
17196,6883,24,56000,MORTGAGE,5.0,VENTURE,13000,8.94,0,2021-05-26 03:20:11.060000+00:00,2021-05-26 03:20:11.060000+00:00
24313,58530,22,43000,RENT,6.0,EDUCATION,13500,10.95,1,2021-02-24 10:15:38.141000+00:00,2021-02-24 10:15:38.141000+00:00
33429,95903,33,109000,MORTGAGE,4.0,PERSONAL,18400,12.41,0,2020-10-31 05:41:41.112000+00:00,2020-10-31 05:41:41.112000+00:00
26209,92649,29,85155,RENT,13.0,HOMEIMPROVEMENT,20000,14.61,0,2021-01-31 06:16:40.996000+00:00,2021-01-31 06:16:40.996000+00:00
37269,21716,46,54000,RENT,8.0,PERSONAL,10000,11.71,1,2020-09-12 07:02:47.655000+00:00,2020-09-12 07:02:47.655000+00:00
33417,30106,32,108000,MORTGAGE,11.0,VENTURE,20000,12.53,0,2020-10-31 09:21:55.904000+00:00,2020-10-31 09:21:55.904000+00:00
10042,4097,23,300000,OWN,1.0,EDUCATION,24250,19.41,0,2021-08-25 07:43:49.589000+00:00,2021-08-25 07:43:49.589000+00:00
36198,80110,44,38400,MORTGAGE,4.0,PERSONAL,6825,8.9,0,2020-09-25 22:39:47.846000+00:00,2020-09-25 22:39:47.846000+00:00
34500,57572,31,275000,MORTGAGE,4.0,PERSONAL,30000,10.59,0,2020-10-17 14:04:40.921000+00:00,2020-10-17 14:04:40.921000+00:00
36425,78390,43,46000,RENT,3.0,EDUCATION,5000,10.38,1,2020-09-23 01:13:28.029000+00:00,2020-09-23 01:13:28.029000+00:00
10312,84029,24,165000,MORTGAGE,5.0,PERSONAL,20000,10.37,0,2021-08-21 21:08:16.768000+00:00,2021-08-21 21:08:16.768000+00:00
16734,94587,23,54000,OWN,4.0,DEBTCONSOLIDATION,2800,14.42,0,2021-06-01 00:39:40.554000+00:00,2021-06-01 00:39:40.554000+00:00
34407,77564,28,176000,MORTGAGE,12.0,HOMEIMPROVEMENT,25000,10.25,0,2020-10-18 18:31:35.559000+00:00,2020-10-18 18:31:35.559000+00:00
18186,58495,24,61147,MORTGAGE,5.0,MEDICAL,17000,6.03,0,2021-05-13 12:29:50.716000+00:00,2021-05-13 12:29:50.716000+00:00
10373,23607,26,62004,RENT,9.0,DEBTCONSOLIDATION,24000,7.9,1,2021-08-21 02:28:41.575000+00:00,2021-08-21 02:28:41.575000+00:00
10721,89315,23,74800,RENT,1.0,MEDICAL,20000,17.04,1,2021-08-16 16:01:32.605000+00:00,2021-08-16 16:01:32.605000+00:00
26266,85349,29,140000,RENT,3.0,PERSONAL,20000,10.0,0,2021-01-30 12:50:30.734000+00:00,2021-01-30 12:50:30.734000+00:00
17880,53808,26,52000,RENT,3.0,EDUCATION,8000,10.25,0,2021-05-17 10:06:07.913000+00:00,2021-05-17 10:06:07.913000+00:00
15936,98093,25,65000,RENT,8.0,EDUCATION,6000,13.06,0,2021-06-11 04:46:04.226000+00:00,2021-06-11 04:46:04.226000+00:00
16645,66539,24,54000,MORTGAGE,5.0,PERSONAL,8000,7.49,0,2021-06-02 03:53:10.262000+00:00,2021-06-02 03:53:10.262000+00:00
25123,57107,21,31680,RENT,5.0,VENTURE,15000,12.61,1,2021-02-14 02:28:59.677000+00:00,2021-02-14 02:28:59.677000+00:00
15516,90631,22,30000,RENT,0.0,DEBTCONSOLIDATION,6000,19.39,1,2021-06-16 13:14:41.948000+00:00,2021-06-16 13:14:41.948000+00:00
18345,35542,25,62004,MORTGAGE,10.0,HOMEIMPROVEMENT,15000,13.47,0,2021-05-11 11:51:34.721000+00:00,2021-05-11 11:51:34.721000+00:00
34909,92092,34,64000,MORTGAGE,2.0,MEDICAL,8000,6.91,0,2020-10-12 08:57:56.759000+00:00,2020-10-12 08:57:56.759000+00:00
21024,44614,24,60000,RENT,1.0,EDUCATION,12000,10.99,0,2021-04-07 08:21:32.396000+00:00,2021-04-07 08:21:32.396000+00:00
15380,43143,26,26400,RENT,6.0,PERSONAL,6000,10.65,0,2021-06-18 06:50:49.591000+00:00,2021-06-18 06:50:49.591000+00:00
14056,75058,22,30000,RENT,4.0,VENTURE,9875,7.29,1,2021-07-05 03:51:21.647000+00:00,2021-07-05 03:51:21.647000+00:00
19078,75215,23,66912,MORTGAGE,7.0,PERSONAL,16000,12.73,0,2021-05-02 03:38:11.174000+00:00,2021-05-02 03:38:11.174000+00:00
14763,15542,23,60000,RENT,6.0,DEBTCONSOLIDATION,5000,6.99,0,2021-06-26 03:35:10.149000+00:00,2021-06-26 03:35:10.149000+00:00
12994,44107,24,40000,RENT,0.0,DEBTCONSOLIDATION,10800,6.92,0,2021-07-18 16:43:10.744000+00:00,2021-07-18 16:43:10.744000+00:00
12884,27620,22,38400,RENT,6.0,DEBTCONSOLIDATION,3600,12.69,0,2021-07-20 02:22:06.338000+00:00,2021-07-20 02:22:06.338000+00:00
19859,93384,24,52000,RENT,6.0,DEBTCONSOLIDATION,10000,7.88,0,2021-04-22 04:43:48.457000+00:00,2021-04-22 04:43:48.457000+00:00
11722,68767,22,34560,RENT,1.0,MEDICAL,2100,17.04,1,2021-08-03 21:49:18.702000+00:00,2021-08-03 21:49:18.702000+00:00
38172,61953,38,74000,RENT,9.0,MEDICAL,9000,12.84,0,2020-08-31 18:49:14.553000+00:00,2020-08-31 18:49:14.553000+00:00
23442,51333,26,130000,MORTGAGE,8.0,PERSONAL,10000,6.03,0,2021-03-07 12:41:51.797000+00:00,2021-03-07 12:41:51.797000+00:00
37468,72103,43,83000,MORTGAGE,13.0,HOMEIMPROVEMENT,3000,9.91,0,2020-09-09 18:10:22.353000+00:00,2020-09-09 18:10:22.353000+00:00
36976,12780,39,61250,MORTGAGE,0.0,PERSONAL,5200,8.49,0,2020-09-16 00:40:28.828000+00:00,2020-09-16 00:40:28.828000+00:00
11888,64505,25,87999,RENT,5.0,PERSONAL,2400,14.79,1,2021-08-01 19:02:34.078000+00:00,2021-08-01 19:02:34.078000+00:00
35999,27890,39,201000,RENT,6.0,VENTURE,13500,11.49,0,2020-09-28 11:32:13.147000+00:00,2020-09-28 11:32:13.147000+00:00
22644,27920,25,105000,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,13.48,0,2021-03-17 16:48:15.469000+00:00,2021-03-17 16:48:15.469000+00:00
30986,43569,30,66560,MORTGAGE,10.0,DEBTCONSOLIDATION,2500,6.39,0,2020-12-01 09:00:12.527000+00:00,2020-12-01 09:00:12.527000+00:00
26202,16863,27,21600,OWN,11.0,HOMEIMPROVEMENT,4000,10.62,0,2021-01-31 08:25:09.625000+00:00,2021-01-31 08:25:09.625000+00:00
31388,81041,29,72000,MORTGAGE,3.0,MEDICAL,14000,10.65,0,2020-11-26 06:01:56.993000+00:00,2020-11-26 06:01:56.993000+00:00
12962,26187,22,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,10000,8.32,0,2021-07-19 02:30:30.189000+00:00,2021-07-19 02:30:30.189000+00:00
11182,28562,24,28000,RENT,8.0,MEDICAL,1000,12.53,0,2021-08-10 19:00:24.344000+00:00,2021-08-10 19:00:24.344000+00:00
38603,77205,54,170000,MORTGAGE,12.0,PERSONAL,11000,6.62,0,2020-08-26 06:58:43.272000+00:00,2020-08-26 06:58:43.272000+00:00
30101,72811,28,20000,RENT,4.0,MEDICAL,8000,12.42,1,2020-12-12 15:43:23.441000+00:00,2020-12-12 15:43:23.441000+00:00
18336,55721,26,96500,RENT,10.0,DEBTCONSOLIDATION,8000,13.61,0,2021-05-11 14:36:45.815000+00:00,2021-05-11 14:36:45.815000+00:00
11887,62471,24,95000,RENT,4.0,PERSONAL,2400,5.99,0,2021-08-01 19:20:55.311000+00:00,2021-08-01 19:20:55.311000+00:00
23920,17314,21,180000,MORTGAGE,0.0,EDUCATION,5000,8.07,0,2021-03-01 10:28:42.580000+00:00,2021-03-01 10:28:42.580000+00:00
35532,25425,27,180000,MORTGAGE,2.0,PERSONAL,8000,13.23,0,2020-10-04 10:23:28.805000+00:00,2020-10-04 10:23:28.805000+00:00
25787,87008,30,240000,RENT,7.0,PERSONAL,18000,7.88,0,2021-02-05 15:22:01.184000+00:00,2021-02-05 15:22:01.184000+00:00
13820,15063,24,40000,OWN,4.0,MEDICAL,1000,7.37,0,2021-07-08 04:02:52.558000+00:00,2021-07-08 04:02:52.558000+00:00
20527,5673,24,50000,RENT,0.0,VENTURE,11200,13.85,0,2021-04-13 16:23:25.033000+00:00,2021-04-13 16:23:25.033000+00:00
32251,24112,28,60000,RENT,2.0,PERSONAL,12000,12.18,0,2020-11-15 06:02:33.198000+00:00,2020-11-15 06:02:33.198000+00:00
19516,78957,22,70000,OWN,3.0,MEDICAL,8000,5.79,0,2021-04-26 13:39:11.264000+00:00,2021-04-26 13:39:11.264000+00:00
37416,32577,46,80000,MORTGAGE,13.0,HOMEIMPROVEMENT,20000,14.54,0,2020-09-10 10:04:46.452000+00:00,2020-09-10 10:04:46.452000+00:00
25294,15539,23,37500,RENT,2.0,DEBTCONSOLIDATION,8000,14.26,0,2021-02-11 22:10:28.890000+00:00,2021-02-11 22:10:28.890000+00:00
32351,71961,27,67000,RENT,5.0,PERSONAL,12000,13.23,0,2020-11-13 23:27:09.931000+00:00,2020-11-13 23:27:09.931000+00:00
25893,51247,29,148410,MORTGAGE,5.0,MEDICAL,11200,16.89,1,2021-02-04 06:56:30.521000+00:00,2021-02-04 06:56:30.521000+00:00
35491,79536,27,58000,RENT,5.0,HOMEIMPROVEMENT,5900,9.32,0,2020-10-04 22:55:59.344000+00:00,2020-10-04 22:55:59.344000+00:00
18013,1772,26,34000,RENT,8.0,MEDICAL,5050,16.89,1,2021-05-15 17:25:03.968000+00:00,2021-05-15 17:25:03.968000+00:00
25905,1355,30,14400,OWN,0.0,HOMEIMPROVEMENT,9250,14.96,1,2021-02-04 03:16:15.728000+00:00,2021-02-04 03:16:15.728000+00:00
36628,82005,36,70000,RENT,4.0,VENTURE,6000,7.29,0,2020-09-20 11:07:37.797000+00:00,2020-09-20 11:07:37.797000+00:00
12599,67010,25,27600,RENT,2.0,VENTURE,3200,12.21,0,2021-07-23 17:32:57.649000+00:00,2021-07-23 17:32:57.649000+00:00
28556,21659,34,45000,MORTGAGE,3.0,MEDICAL,5300,13.23,0,2021-01-01 08:20:07.918000+00:00,2021-01-01 08:20:07.918000+00:00
36786,8611,44,29088,RENT,3.0,DEBTCONSOLIDATION,7200,11.71,0,2020-09-18 10:47:43.035000+00:00,2020-09-18 10:47:43.035000+00:00
30522,83661,32,63000,RENT,9.0,DEBTCONSOLIDATION,8000,10.74,1,2020-12-07 06:56:24.486000+00:00,2020-12-07 06:56:24.486000+00:00
30302,77015,32,60000,MORTGAGE,2.0,EDUCATION,15000,14.83,0,2020-12-10 02:14:15.674000+00:00,2020-12-10 02:14:15.674000+00:00
20962,68901,21,45000,RENT,0.0,EDUCATION,12000,11.97,0,2021-04-08 03:19:28.821000+00:00,2021-04-08 03:19:28.821000+00:00
26230,1360,28,86652,RENT,5.0,HOMEIMPROVEMENT,20000,11.58,1,2021-01-30 23:51:15.110000+00:00,2021-01-30 23:51:15.110000+00:00
13110,63137,25,51300,RENT,9.0,DEBTCONSOLIDATION,3600,7.49,0,2021-07-17 05:14:07.754000+00:00,2021-07-17 05:14:07.754000+00:00
34954,89086,28,39000,RENT,3.0,PERSONAL,5000,10.25,0,2020-10-11 19:12:01.288000+00:00,2020-10-11 19:12:01.288000+00:00
38336,26555,43,43000,MORTGAGE,5.0,PERSONAL,15000,8.88,0,2020-08-29 16:39:12.395000+00:00,2020-08-29 16:39:12.395000+00:00
22410,28734,24,100000,MORTGAGE,5.0,PERSONAL,14000,10.75,0,2021-03-20 16:23:03.914000+00:00,2021-03-20 16:23:03.914000+00:00
32225,58456,28,60000,RENT,2.0,VENTURE,12000,9.91,0,2020-11-15 13:59:45.248000+00:00,2020-11-15 13:59:45.248000+00:00
25870,44864,30,75000,RENT,9.0,PERSONAL,25000,15.2,1,2021-02-04 13:58:38.872000+00:00,2021-02-04 13:58:38.872000+00:00
13845,8731,24,40113,MORTGAGE,6.0,HOMEIMPROVEMENT,5000,7.14,0,2021-07-07 20:24:01.741000+00:00,2021-07-07 20:24:01.741000+00:00
15626,43119,24,44000,MORTGAGE,4.0,HOMEIMPROVEMENT,2200,8.9,1,2021-06-15 03:35:46.354000+00:00,2021-06-15 03:35:46.354000+00:00
29686,47393,33,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,3500,10.65,0,2020-12-17 22:40:14.999000+00:00,2020-12-17 22:40:14.999000+00:00
20459,83549,24,77350,MORTGAGE,2.0,DEBTCONSOLIDATION,4800,13.79,0,2021-04-14 13:11:28.855000+00:00,2021-04-14 13:11:28.855000+00:00
16645,66539,24,54000,MORTGAGE,5.0,PERSONAL,8000,7.49,0,2021-06-02 03:53:10.262000+00:00,2021-06-02 03:53:10.262000+00:00
33944,7004,30,126000,MORTGAGE,6.0,VENTURE,8000,10.74,0,2020-10-24 16:09:26.286000+00:00,2020-10-24 16:09:26.286000+00:00
34872,8732,27,91800,MORTGAGE,5.0,MEDICAL,25000,15.95,1,2020-10-12 20:17:02.367000+00:00,2020-10-12 20:17:02.367000+00:00
14293,60469,22,34800,RENT,0.0,MEDICAL,5000,15.21,1,2021-07-02 03:21:29.504000+00:00,2021-07-02 03:21:29.504000+00:00
16151,99004,24,51000,MORTGAGE,5.0,HOMEIMPROVEMENT,3600,7.14,0,2021-06-08 10:59:59.202000+00:00,2021-06-08 10:59:59.202000+00:00
27870,34145,28,21000,RENT,0.0,PERSONAL,4200,15.21,1,2021-01-10 02:10:53.530000+00:00,2021-01-10 02:10:53.530000+00:00
29237,43973,27,50000,MORTGAGE,11.0,PERSONAL,7500,11.59,0,2020-12-23 16:01:08.469000+00:00,2020-12-23 16:01:08.469000+00:00
35449,17765,34,109200,MORTGAGE,18.0,EDUCATION,6000,12.23,0,2020-10-05 11:46:51.116000+00:00,2020-10-05 11:46:51.116000+00:00
18526,90291,22,63996,MORTGAGE,6.0,DEBTCONSOLIDATION,4000,5.42,0,2021-05-09 04:29:31.608000+00:00,2021-05-09 04:29:31.608000+00:00
17713,28730,22,60000,MORTGAGE,2.0,EDUCATION,3500,9.99,0,2021-05-19 13:11:13.769000+00:00,2021-05-19 13:11:13.769000+00:00
37163,70002,42,69996,MORTGAGE,1.0,PERSONAL,10000,7.66,0,2020-09-13 15:28:18.318000+00:00,2020-09-13 15:28:18.318000+00:00
25437,61840,22,70800,RENT,6.0,EDUCATION,10000,12.61,0,2021-02-10 02:25:52.619000+00:00,2021-02-10 02:25:52.619000+00:00
29486,33921,29,46500,MORTGAGE,1.0,EDUCATION,11000,12.99,1,2020-12-20 11:51:01.534000+00:00,2020-12-20 11:51:01.534000+00:00
19131,95038,23,25000,RENT,3.0,VENTURE,10000,11.83,1,2021-05-01 11:25:25.842000+00:00,2021-05-01 11:25:25.842000+00:00
10174,31420,26,200000,MORTGAGE,4.0,PERSONAL,3000,13.92,0,2021-08-23 15:21:06.876000+00:00,2021-08-23 15:21:06.876000+00:00
27417,2332,28,31200,RENT,3.0,DEBTCONSOLIDATION,3600,6.39,0,2021-01-15 20:45:11.930000+00:00,2021-01-15 20:45:11.930000+00:00
13843,18034,25,35000,RENT,1.0,MEDICAL,4800,10.28,0,2021-07-07 21:00:44.206000+00:00,2021-07-07 21:00:44.206000+00:00
15059,91406,22,26784,RENT,6.0,DEBTCONSOLIDATION,5500,14.74,1,2021-06-22 09:02:25.278000+00:00,2021-06-22 09:02:25.278000+00:00
14918,95688,22,45600,OWN,6.0,MEDICAL,1800,13.48,0,2021-06-24 04:10:19.085000+00:00,2021-06-24 04:10:19.085000+00:00
21617,68506,24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,4300,7.9,0,2021-03-30 18:57:41.422000+00:00,2021-03-30 18:57:41.422000+00:00
11983,70030,21,42000,RENT,5.0,EDUCATION,13000,15.31,1,2021-07-31 13:58:56.974000+00:00,2021-07-31 13:58:56.974000+00:00
19443,80437,24,40000,RENT,0.0,PERSONAL,10000,8.49,0,2021-04-27 11:59:01.249000+00:00,2021-04-27 11:59:01.249000+00:00
19808,50516,22,44000,RENT,2.0,VENTURE,10000,15.58,1,2021-04-22 20:19:51.324000+00:00,2021-04-22 20:19:51.324000+00:00
13356,32334,24,29000,RENT,1.0,MEDICAL,4000,9.96,1,2021-07-14 01:59:04.517000+00:00,2021-07-14 01:59:04.517000+00:00
18869,29809,22,65000,MORTGAGE,6.0,VENTURE,17000,8.94,0,2021-05-04 19:34:08.802000+00:00,2021-05-04 19:34:08.802000+00:00
11472,38929,23,17000,RENT,0.0,VENTURE,1750,10.95,0,2021-08-07 02:17:46.869000+00:00,2021-08-07 02:17:46.869000+00:00
15541,98111,24,30000,RENT,0.0,PERSONAL,6000,14.11,1,2021-06-16 05:35:51.131000+00:00,2021-06-16 05:35:51.131000+00:00
31469,3444,32,51996,RENT,2.0,DEBTCONSOLIDATION,10000,5.79,0,2020-11-25 05:15:17.147000+00:00,2020-11-25 05:15:17.147000+00:00
10402,15948,24,124080,RENT,4.0,PERSONAL,24000,16.49,0,2021-08-20 17:36:25.827000+00:00,2021-08-20 17:36:25.827000+00:00
16478,65351,25,47000,MORTGAGE,9.0,EDUCATION,12000,6.62,1,2021-06-04 06:58:16.118000+00:00,2021-06-04 06:58:16.118000+00:00
15479,21061,21,33280,RENT,0.0,VENTURE,6000,13.23,0,2021-06-17 00:33:47.557000+00:00,2021-06-17 00:33:47.557000+00:00
35030,61844,31,60000,MORTGAGE,9.0,MEDICAL,22000,16.63,1,2020-10-10 19:57:07.605000+00:00,2020-10-10 19:57:07.605000+00:00
29420,72765,27,52000,MORTGAGE,5.0,PERSONAL,10000,7.29,0,2020-12-21 08:02:22.890000+00:00,2020-12-21 08:02:22.890000+00:00
31556,88345,32,74000,MORTGAGE,1.0,HOMEIMPROVEMENT,1200,7.49,0,2020-11-24 02:38:29.905000+00:00,2020-11-24 02:38:29.905000+00:00
32922,28904,31,95000,MORTGAGE,5.0,HOMEIMPROVEMENT,15000,11.14,0,2020-11-06 16:47:06.076000+00:00,2020-11-06 16:47:06.076000+00:00
22192,23187,24,97000,MORTGAGE,2.0,DEBTCONSOLIDATION,22000,12.68,0,2021-03-23 11:04:12.636000+00:00,2021-03-23 11:04:12.636000+00:00
36414,46798,37,50000,RENT,0.0,DEBTCONSOLIDATION,5000,11.89,0,2020-09-23 04:35:21.589000+00:00,2020-09-23 04:35:21.589000+00:00
34639,45889,33,74400,RENT,15.0,VENTURE,3600,15.27,0,2020-10-15 19:33:29.580000+00:00,2020-10-15 19:33:29.580000+00:00
17901,38370,22,54600,RENT,6.0,DEBTCONSOLIDATION,8000,7.51,0,2021-05-17 03:40:42.027000+00:00,2021-05-17 03:40:42.027000+00:00
27042,14227,34,32000,RENT,9.0,MEDICAL,3000,14.59,0,2021-01-20 15:27:54.182000+00:00,2021-01-20 15:27:54.182000+00:00
37556,78076,38,125000,RENT,0.0,EDUCATION,12000,7.66,0,2020-09-08 15:15:13.878000+00:00,2020-09-08 15:15:13.878000+00:00
20397,40144,26,76486,MORTGAGE,4.0,HOMEIMPROVEMENT,6000,7.9,0,2021-04-15 08:09:25.280000+00:00,2021-04-15 08:09:25.280000+00:00
15624,53804,23,41124,RENT,7.0,DEBTCONSOLIDATION,6000,7.49,0,2021-06-15 04:12:28.819000+00:00,2021-06-15 04:12:28.819000+00:00
15159,64779,24,28000,RENT,0.0,PERSONAL,5600,14.12,1,2021-06-21 02:27:02.011000+00:00,2021-06-21 02:27:02.011000+00:00
21036,74869,26,60000,RENT,0.0,HOMEIMPROVEMENT,12000,12.87,0,2021-04-07 04:41:17.604000+00:00,2021-04-07 04:41:17.604000+00:00
27974,12185,27,40000,OWN,3.0,PERSONAL,5000,8.59,0,2021-01-08 18:22:05.332000+00:00,2021-01-08 18:22:05.332000+00:00
36653,46032,42,51000,OWN,6.0,VENTURE,18000,9.91,0,2020-09-20 03:28:46.980000+00:00,2020-09-20 03:28:46.980000+00:00
27591,54246,28,37584,OWN,2.0,MEDICAL,20000,11.48,0,2021-01-13 15:31:37.445000+00:00,2021-01-13 15:31:37.445000+00:00
23671,11766,26,145000,MORTGAGE,9.0,DEBTCONSOLIDATION,14000,10.59,0,2021-03-04 14:38:49.516000+00:00,2021-03-04 14:38:49.516000+00:00
24682,55390,25,75600,MORTGAGE,2.0,DEBTCONSOLIDATION,14500,9.63,0,2021-02-19 17:23:03.285000+00:00,2021-02-19 17:23:03.285000+00:00
38571,15436,55,94000,MORTGAGE,11.0,PERSONAL,4000,6.62,0,2020-08-26 16:46:02.717000+00:00,2020-08-26 16:46:02.717000+00:00
31436,46382,28,72000,OWN,6.0,MEDICAL,25000,11.11,0,2020-11-25 15:20:57.825000+00:00,2020-11-25 15:20:57.825000+00:00
36474,3251,38,108000,RENT,3.0,PERSONAL,5000,15.21,1,2020-09-22 10:14:07.628000+00:00,2020-09-22 10:14:07.628000+00:00
15516,90631,22,30000,RENT,0.0,DEBTCONSOLIDATION,6000,19.39,1,2021-06-16 13:14:41.948000+00:00,2021-06-16 13:14:41.948000+00:00
21409,56464,24,86376,MORTGAGE,2.0,MEDICAL,20000,7.29,0,2021-04-02 10:35:17.817000+00:00,2021-04-02 10:35:17.817000+00:00
10071,51036,22,12000,OWN,6.0,DEBTCONSOLIDATION,4750,7.14,1,2021-08-24 22:51:33.841000+00:00,2021-08-24 22:51:33.841000+00:00
19819,74735,26,50000,RENT,0.0,MEDICAL,10000,10.95,0,2021-04-22 16:57:57.764000+00:00,2021-04-22 16:57:57.764000+00:00
19095,90013,22,67000,OWN,5.0,EDUCATION,7500,16.29,0,2021-05-01 22:26:10.218000+00:00,2021-05-01 22:26:10.218000+00:00
13452,39525,23,50000,RENT,3.0,EDUCATION,4000,12.61,0,2021-07-12 20:37:06.181000+00:00,2021-07-12 20:37:06.181000+00:00
26851,33339,34,72000,RENT,17.0,MEDICAL,2400,13.16,0,2021-01-23 01:53:29.622000+00:00,2021-01-23 01:53:29.622000+00:00
34115,14072,30,137057,MORTGAGE,13.0,VENTURE,4750,12.18,0,2020-10-22 11:50:55.499000+00:00,2020-10-22 11:50:55.499000+00:00
21168,15834,22,65400,RENT,1.0,EDUCATION,12000,13.06,0,2021-04-05 12:18:34.891000+00:00,2021-04-05 12:18:34.891000+00:00
23004,62343,25,115000,MORTGAGE,3.0,EDUCATION,7600,6.99,0,2021-03-13 02:40:51.707000+00:00,2021-03-13 02:40:51.707000+00:00
32078,48304,29,80000,MORTGAGE,2.0,HOMEIMPROVEMENT,4500,6.76,0,2020-11-17 10:57:46.450000+00:00,2020-11-17 10:57:46.450000+00:00
37750,44718,46,105398,MORTGAGE,9.0,HOMEIMPROVEMENT,20700,17.43,0,2020-09-06 03:54:34.740000+00:00,2020-09-06 03:54:34.740000+00:00
22467,20749,24,88000,MORTGAGE,0.0,EDUCATION,15000,10.2,1,2021-03-19 22:56:53.651000+00:00,2021-03-19 22:56:53.651000+00:00
28016,74454,35,32900,RENT,4.0,HOMEIMPROVEMENT,4800,13.23,1,2021-01-08 05:31:13.560000+00:00,2021-01-08 05:31:13.560000+00:00
20782,65740,22,35000,RENT,6.0,DEBTCONSOLIDATION,12000,11.71,1,2021-04-10 10:23:10.702000+00:00,2021-04-10 10:23:10.702000+00:00
29606,30722,32,80000,RENT,0.0,MEDICAL,6400,7.88,0,2020-12-18 23:08:33.613000+00:00,2020-12-18 23:08:33.613000+00:00
36885,37180,37,54000,MORTGAGE,1.0,EDUCATION,3500,16.89,1,2020-09-17 04:30:41.001000+00:00,2020-09-17 04:30:41.001000+00:00
31979,57332,35,79500,MORTGAGE,5.0,PERSONAL,9600,14.61,0,2020-11-18 17:14:48.485000+00:00,2020-11-18 17:14:48.485000+00:00
30575,54171,32,62000,MORTGAGE,3.0,EDUCATION,20000,11.36,0,2020-12-06 14:43:39.155000+00:00,2020-12-06 14:43:39.155000+00:00
38009,75645,36,170000,MORTGAGE,13.0,VENTURE,25000,7.51,0,2020-09-02 20:40:55.478000+00:00,2020-09-02 20:40:55.478000+00:00
13478,46532,26,54996,RENT,0.0,PERSONAL,4000,7.51,0,2021-07-12 12:39:54.131000+00:00,2021-07-12 12:39:54.131000+00:00
17884,64024,24,52000,RENT,1.0,EDUCATION,8000,11.78,0,2021-05-17 08:52:42.983000+00:00,2021-05-17 08:52:42.983000+00:00
21380,83274,22,86000,MORTGAGE,6.0,EDUCATION,10000,11.49,0,2021-04-02 19:27:33.565000+00:00,2021-04-02 19:27:33.565000+00:00
11389,71007,24,36000,RENT,2.0,EDUCATION,1500,15.23,0,2021-08-08 03:41:09.181000+00:00,2021-08-08 03:41:09.181000+00:00
29478,39741,28,52260,MORTGAGE,4.0,EDUCATION,9000,7.51,0,2020-12-20 14:17:51.395000+00:00,2020-12-20 14:17:51.395000+00:00
31478,28627,29,52000,RENT,4.0,MEDICAL,10000,13.23,0,2020-11-25 02:30:06.053000+00:00,2020-11-25 02:30:06.053000+00:00
36845,4956,41,58000,MORTGAGE,12.0,DEBTCONSOLIDATION,1800,7.51,0,2020-09-17 16:44:50.308000+00:00,2020-09-17 16:44:50.308000+00:00
15405,67342,23,28000,RENT,0.0,EDUCATION,6000,9.63,0,2021-06-17 23:11:58.774000+00:00,2021-06-17 23:11:58.774000+00:00
22306,62339,24,100000,MORTGAGE,1.0,EDUCATION,6600,9.91,0,2021-03-22 00:11:52.111000+00:00,2021-03-22 00:11:52.111000+00:00
10052,35764,25,120000,RENT,9.0,EDUCATION,30000,7.9,0,2021-08-25 04:40:17.262000+00:00,2021-08-25 04:40:17.262000+00:00
22410,28734,24,100000,MORTGAGE,5.0,PERSONAL,14000,10.75,0,2021-03-20 16:23:03.914000+00:00,2021-03-20 16:23:03.914000+00:00
